Certificate,Runtime,Genre,Description,Directors,Stars,Rating
PG,95.0,"Comedy,Family,Romance","
    Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.",Jesse Dylan," Will Ferrell, Robert Duvall, Josh Hutcherson, Mike Ditka",5.6
PG-13,94.0,"Comedy,Sport","
    A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.",Barry W. Blaustein," Johnny Knoxville, Katherine Heigl, Brian Cox, Jed Rees",5.8
R,111.0,"Action,Crime,Drama","
    A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.",Prachya Pinkaew," Tony Jaa, Nathan Jones, Xing Jin, Petchtai Wongkamlao",7.1
PG-13,97.0,"Action,Adventure,Horror","
    Bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network.",Bruce Hunt," Piper Perabo, Morris Chestnut, Cole Hauser, Eddie Cibrian",5.1
R,91.0,"Comedy,Drama","
    A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life.",Miranda July," John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",7.3
R,99.0,"Comedy,Crime","
    A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair, and his children are up to no good.",Niall Johnson," Rowan Atkinson, Kristin Scott Thomas, Maggie Smith, Patrick Swayze",6.8
PG-13,98.0,"Comedy,Romance","
    A thirty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",Gary David Goldberg," Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer",5.9
PG-13,97.0,"Comedy,Horror","
    A werewolf loose in Los Angeles changes the lives of three young adults who, after being mauled by the beast, learn they must kill it in order to avoid becoming werewolves themselves.",Wes Craven," Christina Ricci, Jesse Eisenberg, Portia de Rossi, Mya",5.0
R,95.0,"Action,Comedy,Horror","
    Patrons locked inside a bar are forced to fight monsters.",John Gulager," Navi Rawat, Krista Allen, Balthazar Getty, Judah Friedlander",6.3
PG-13,108.0,"Drama,Family,Romance","
    Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.",Lasse Hallström," Jennifer Lopez, Robert Redford, Morgan Freeman, Josh Lucas",7.0
PG,100.0,"Comedy,Family,Romance","
    A lonely mother begins receiving romantic e-mails from a secret admirer, unaware that this perfect man is really a creation of her daughter who is trying to cheer her up.",Mark Rosman," Hilary Duff, Heather Locklear, Aria Wallace, Chris Noth",5.5
PG,120.0,"Biography,Drama,Sport","
    In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon.",Bill Paxton," Shia LaBeouf, Stephen Dillane, Elias Koteas, James Paxton",7.4
PG-13,116.0,"Drama,History,Music","
    In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Christian Carion," Diane Kruger, Benno Fürmann, Guillaume Canet, Natalie Dessay",7.7
PG,88.0,"Comedy,Family,Fantasy","
    A widowed Coast Guard Admiral and a widow handbag designer fall in love and marry, much to the dismay of her 10 and his 8 children.",Raja Gosnell," Dennis Quaid, Rene Russo, Jerry O'Connell, Sean Faris",5.5
PG-13,90.0,"Drama,Horror,Mystery","
    Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.",Jeff Wadlow," Julian Morris, Lindy Booth, Jared Padalecki, Erica Yates",5.8
PG-13,83.0,"Action,Comedy,Crime","
    Special Agent Derrick Vann is a man out to get the man who killed his partner, but a case of mistaken identity leads him to Andy Fiddler, a salesman with too many questions and a knack of getting in Vann's way.",Les Mayfield," Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss",5.6
PG-13,83.0,"Drama,History,Horror","
    Based on the true events of the only case in US History where a spirit caused the death of a man.",Courtney Solomon," Donald Sutherland, Sissy Spacek, Rachel Hurd-Wood, James D'Arcy",5.1
G,98.0,"Comedy,Drama,Family","
    With the help of her coach, her mom, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",Tim Fywell," Michelle Trachtenberg, Kim Cattrall, Trevor Blumas, Joan Cusack",6.0
R,106.0,"Drama,Romance","
    A film adaptation of Steve Martin's novel about a complex love triangle between a bored salesgirl, a wealthy businessman and an aimless young man.",Anand Tucker," Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras",6.3
R,92.0,"Comedy,Crime,Drama","
    A shady lawyer attempts a Christmas Eve crime, hoping to swindle the local mob out of some money. But his partner, a strip club owner, might have different plans for the cash.",Harold Ramis," John Cusack, Billy Bob Thornton, Connie Nielsen, Lara Phillips",6.3
PG-13,100.0,"Comedy,Crime","
    A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.",Stephen Herek," Tommy Lee Jones, Christina Milian, Kelli Garner, Cedric the Entertainer",5.4
PG,101.0,"Adventure,Fantasy","
    In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.",Dave McKean," Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee",6.8
PG,90.0,"Comedy,Family,Romance","
    A 10-year-old boy and an 11-year-old girl find love in New York City.",Mark Levin," Josh Hutcherson, Charlotte Ray Rosenberg, Bradley Whitford, Cynthia Nixon",7.5
Not Rated,139.0,Drama,"
    A story of slavery, set in the southern U.S. in the 1930s.",Lars von Trier," Bryce Dallas Howard, Isaach De Bankolé, Danny Glover, Willem Dafoe",7.3
R,106.0,"Comedy,Drama","
    A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.",Phil Morrison," Embeth Davidtz, Alessandro Nivola, David Kuhn, Alicia Van Couvering",6.9
R,92.0,"Drama,Romance","
    London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.",Hunter Richards," Jessica Biel, Chris Evans, Jason Statham, Joy Bryant",6.5
R,97.0,"Drama,Music","
    A Seattle musician's life and career are reminiscent to those of Kurt Cobain.",Gus Van Sant," Michael Pitt, Lukas Haas, Asia Argento, Scott Patrick Green",5.8
R,132.0,"Action,Drama,War","
    Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.",John Dahl," Benjamin Bratt, Joseph Fiennes, James Franco, Robert Mammone",6.7
R,118.0,"Comedy,Drama","
    When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics.",Mike Binder," Joan Allen, Kevin Costner, Erika Christensen, Evan Rachel Wood",6.8
R,96.0,"Comedy,Drama","
    Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",Mike Mills," Lou Taylor Pucci, Tilda Swinton, Vincent D'Onofrio, Keanu Reeves",6.6
G,76.0,"Animation,Adventure,Comedy","
    At the height of World War II, a tiny wood pigeon enlists in the elite Royal Homing Pigeon Service to serve Britain, as the fearsome General Von Talon (Tim Curry) and his deadly squadron of falcons patrol the English Channel. Is he a war-hero in the making?",Gary Chapman," Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent",5.5
PG-13,113.0,"Comedy,Sport","
    A grizzled little league coach tries to turn his team of misfits into champs.",Richard Linklater," Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft",5.8
R,85.0,"Crime,Drama","
    Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.",Barbara Kopple," Anne Hathaway, Bijou Phillips, Shiri Appleby, Michael Biehn",5.5
PG-13,107.0,"Comedy,Drama,Music","
    A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat.",Julian Jarrold," Chiwetel Ejiofor, Joel Edgerton, Sarah-Jane Potts, Jemima Rooper",7.1
R,108.0,"Comedy,Drama","
    A darkly satiric story about life crumbling in the midst of a seemingly idyllic suburbia.",Arie Posin," Jamie Bell, Allison Janney, Rory Culkin, Glenn Close",6.9
R,114.0,"Drama,Romance,Thriller","
    Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",David Jacobson," Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin",6.4
R,103.0,"Action,Adventure,Drama","
    In Denmark, during the 6th century, Danish king Hrothgar and his warriors kill a troll whose son, Grendel, vows revenge.",Sturla Gunnarsson," Hringur Ingvarsson, Spencer Wilding, Stellan Skarsgård, Ingvar Sigurdsson",5.8
PG-13,105.0,Comedy,"
    A determined hairstylist (Queen Latifah) competes with her former boss (Kevin Bacon) after opening her own business in Atlanta.",Bille Woodruff," Queen Latifah, Alicia Silverstone, Djimon Hounsou, Andie MacDowell",5.5
PG,102.0,"Adventure,Comedy,Drama","
    An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds.",Frederik Du Chau," Frankie Muniz, David Spade, Snoop Dogg, Bruce Greenwood",5.2
R,96.0,"Crime,Drama,Thriller","
    Following the unexpected death of her father, a deaf teenager moves in with her godparents, where she discovers the cruel behaviour of their daughter may be indicative of a dark secret within the family.",Jamie Babbit," Camilla Belle, Elisha Cuthbert, Edie Falco, Martin Donovan",6.2
R,103.0,"Comedy,Drama,Music","
    Laura Henderson (Dame Judi Dench) buys an old London theater and opens it up as the Windmill, a performance hall which goes down in history for, amongst other things, its all-nude revues.",Stephen Frears," Judi Dench, Bob Hoskins, Christopher Guest, Will Young",7.0
R,99.0,"Action,Crime,Drama","
    Upon discovering a den of corrupt policemen, a fresh-faced journalist makes shaky allies in a jaded reporter and investigator for a powerful district attorney.",David J. Burke," Morgan Freeman, Kevin Spacey, Justin Timberlake, LL Cool J",5.3
R,100.0,"Comedy,Crime,Drama","
    To remedy his financial problems, a travel agent has his eye on a frozen corpse, which just happens to be sought after by two hitmen.",Mark Mylod," Robin Williams, Giovanni Ribisi, Holly Hunter, Tim Blake Nelson",6.4
R,94.0,"Comedy,Drama,Romance","
    This drama centers on Hank Chinaski, the fictional alter-ego of ""Factotum"" author Charles Bukowski, who wanders around Los Angeles, CA trying to live off jobs which don't interfere with his primary interest, which is writing. Along the way, he fends off the distractions offered by women, drinking and gambling.",Bent Hamer," Matt Dillon, Lili Taylor, Marisa Tomei, Didier Flamand",6.6
PG-13,116.0,"Comedy,Drama,Romance","
    A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.",Darren Grant," Kimberly Elise, Steve Harris, Tyler Perry, Cicely Tyson",5.7
PG,86.0,"Comedy,Family,Sport","
    An acclaimed college basketball coach is demoted to a junior varsity team after a public meltdown.",Steve Carr," Martin Lawrence, Megan Mullally, Breckin Meyer, Wendy Raquel Robinson",5.2
R,84.0,"Comedy,Drama,Romance","
    When a man and woman flirt with each other at a wedding reception, the sexual tension seems spontaneous. As they break from the party to a hotel room, the flirtation turns into a night filled with passion and remorse.",Hans Canosa," Helena Bonham Carter, Aaron Eckhart, Yury Tsykun, Brian Geraghty",7.0
PG,106.0,"Drama,Family,Sport","
    Cale Crane catalyzes the rescue and rehabilitation of Sonador, a race horse with a broken leg.",John Gatins," Kurt Russell, Dakota Fanning, Oded Fehr, Kris Kristofferson",6.8
R,87.0,"Comedy,Horror","
    Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents.",Tim Sullivan," Robert Englund, Lin Shaye, Giuseppe Andrews, Jay Gillespie",5.3
R,105.0,"Comedy,Musical,Romance","
    This down-and-dirty musical set in the world of working-class New York tells the story of a husband's journey into infidelity and redemption when he must choose between his seductive mistress and his beleaguered wife.",John Turturro," James Gandolfini, Susan Sarandon, Kate Winslet, Steve Buscemi",6.3
R,82.0,"Drama,Thriller","
    A fortune-tellers teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.",Stuart Gordon," William H. Macy, Julia Stiles, Joe Mantegna, Frances Bay",6.2
